Name,Location,Year,Kilometers_Driven,Owner_Type,Engine_CC,Power_bhp,Seats,Selling_Price_Lakh,Mileage_kmpl,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Kms_per_Year,Is_Luxury,Price_per_bhp
Renault Duster 85PS Diesel RxL Optional,Mumbai,2014,30000,First,1461,83.8,5.0,5.95,20.46,False,True,11,2727.27,False,0.07
Hyundai Creta 1.6 VTVT S,Delhi,2015,27057,Second,1591,121.3,5.0,8.15,15.29,True,True,10,2705.7,False,0.07
Maruti Wagon R AMT VXI,Mumbai,2016,8500,First,998,67.0,5.0,4.22,20.51,True,False,9,944.44,False,0.06
Mercedes-Benz New C-Class C250 Avantgarde,Kolkata,2010,30500,First,1796,186.0,5.0,10.5,11.74,True,False,15,2033.33,True,0.06
Audi A8 L 3.0 TDI quattro,Delhi,2012,56000,First,2967,246.7,5.0,45.0,11.8,False,False,13,4307.69,True,0.18
Hyundai i10 Magna 1.1,Pune,2012,44000,Second,1086,68.05,5.0,2.9,19.81,True,True,13,3384.62,False,0.04
Skoda Rapid 1.6 MPI AT Style Black Package,Mumbai,2017,10500,First,1598,103.52,5.0,8.9,14.3,True,False,8,1312.5,False,0.09
Skoda Superb Style 1.8 TSI AT,Hyderabad,2017,26000,First,1798,177.46,5.0,26.0,14.67,True,False,8,3250.0,False,0.15
Hyundai i20 Active 1.2 SX,Coimbatore,2018,25166,First,1197,81.86,5.0,8.22,17.19,True,True,7,3595.14,False,0.1
Honda Amaze VX i-DTEC,Kolkata,2014,64000,Second,1498,98.6,5.0,3.5,25.8,False,True,11,5818.18,False,0.04
Maruti Wagon R LXI,Chennai,2004,61000,Second,998,67.1,5.0,1.25,18.9,True,True,21,2904.76,False,0.02
Mahindra Verito 1.5 D4 BSIV,Hyderabad,2013,107000,First,1461,65.0,5.0,3.7,21.03,False,True,12,8916.67,False,0.06
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,2018,29161,First,2143,167.62,5.0,39.41,19.27,False,False,7,4165.86,True,0.24
Maruti Wagon R VXI,Kolkata,2013,32000,First,998,67.04,5.0,2.65,22.5,True,True,12,2666.67,False,0.04
Nissan Terrano XV Premium 110 PS Anniversary Edition,Coimbatore,2015,46173,Second,1461,108.5,5.0,8.92,19.01,False,True,10,4617.3,False,0.08
Mini Cooper Convertible S,Kochi,2017,26327,First,1998,189.08,4.0,35.67,16.82,True,False,8,3290.88,False,0.19
Tata Indica V2 DLS BSII,Jaipur,2007,200000,Second,1396,53.5,5.0,0.85,17.2,False,True,18,11111.11,False,0.02
Chevrolet Beat LT,Kochi,2016,60813,Second,1199,76.8,5.0,3.32,18.6,True,True,9,6757.0,False,0.04
Volkswagen Polo Diesel Comfortline 1.2L,Mumbai,2012,45000,First,1199,73.9,5.0,3.6,22.07,False,True,13,3461.54,False,0.05
Maruti Swift ZDi,Hyderabad,2016,64000,First,1248,74.0,5.0,6.8,22.9,False,True,9,7111.11,False,0.09
Ford Figo Diesel EXI,Kolkata,2012,41284,First,1399,68.05,5.0,2.5,20.0,False,True,13,3175.69,False,0.04
Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14165,First,2755,171.5,7.0,19.64,11.36,False,False,6,2360.83,False,0.11
Hyundai Santa Fe 4x4 AT,Mumbai,2011,67000,Second,2199,194.3,7.0,7.0,11.72,False,False,14,4785.71,False,0.04
Honda City i-VTEC V,Kolkata,2011,32572,First,1497,117.3,5.0,3.87,17.4,True,True,14,2326.57,False,0.03
Hyundai i20 1.2 Magna Executive,Kochi,2018,14960,First,1197,81.83,5.0,6.27,18.6,True,True,7,2137.14,False,0.08
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Kochi,2015,55980,First,2143,167.62,5.0,18.12,19.27,False,False,10,5598.0,True,0.11
Chevrolet Beat Diesel LT,Mumbai,2013,74000,First,936,57.6,5.0,2.65,25.44,False,True,12,6166.67,False,0.05
Hyundai i20 Sportz 1.4 CRDi,Kochi,2015,56847,First,1396,88.73,5.0,7.2,22.54,False,True,10,5684.7,False,0.08
Toyota Innova 2.5 Z Diesel 7 Seater,Coimbatore,2015,121374,First,2494,100.6,7.0,14.3,12.99,False,True,10,12137.4,False,0.14
Maruti Ertiga VDI,Chennai,2013,52000,First,1248,88.76,7.0,6.9,20.77,False,True,12,4333.33,False,0.08
Toyota Innova 2.5 V Diesel 7-seater,Mumbai,2014,118000,First,2494,102.0,7.0,10.75,12.8,False,True,11,10727.27,False,0.11
Honda City i VTEC V,Kochi,2016,33915,First,1497,117.3,5.0,8.09,17.8,True,True,9,3768.33,False,0.07
BMW X1 sDrive20d,Ahmedabad,2014,82002,First,1995,184.0,5.0,18.5,17.05,False,False,11,7454.73,True,0.1
Hyundai Grand i10 CRDi Era,Mumbai,2017,33000,First,1120,70.0,5.0,4.75,24.0,False,True,8,4125.0,False,0.07
Maruti Ciaz 1.3 Alpha,Chennai,2016,34000,First,1248,88.5,5.0,8.45,28.09,False,True,9,3777.78,False,0.1
Skoda Rapid Leisure 1.6 TDI MT,Kolkata,2012,55000,First,1598,103.6,5.0,3.5,20.5,False,True,13,4230.77,False,0.03
Hyundai Accent CRDi,Kochi,2006,160538,First,1493,82.0,5.0,1.8,13.1,False,True,19,8449.37,False,0.02
Volkswagen Polo GT 1.5 TDI,Jaipur,2014,60000,Second,1498,103.6,5.0,3.7,19.91,False,True,11,5454.55,False,0.04
Honda Jazz 1.2 VX i VTEC,Coimbatore,2017,49575,First,1199,88.7,5.0,7.17,18.7,True,True,8,6196.88,False,0.08
Hyundai i10 Era,Jaipur,2010,83000,First,1086,68.05,5.0,1.75,19.81,True,True,15,5533.33,False,0.03
Hyundai Tucson 2.0 e-VGT 2WD AT GLS,Kochi,2018,51346,First,1995,183.0,5.0,21.99,16.38,False,False,7,7335.14,False,0.12
Toyota Innova Crysta 2.4 ZX MT,Pune,2017,43000,First,2393,147.8,7.0,18.65,13.68,False,True,8,5375.0,False,0.13
Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,Jaipur,2011,35000,Third,796,35.0,5.0,1.85,19.7,True,True,14,2500.0,False,0.05
Maruti Swift VXI BSIV,Coimbatore,2017,27872,Second,1197,81.8,5.0,5.95,20.4,True,True,8,3484.0,False,0.07
Hyundai Grand i10 Magna,Mumbai,2014,16514,First,1197,82.0,5.0,3.75,18.9,True,True,11,1501.27,False,0.05
Maruti Swift VDI,Pune,2012,120000,First,1248,74.0,5.0,3.75,22.9,False,True,13,9230.77,False,0.05
Hyundai Verna CRDi 1.6 SX,Hyderabad,2008,143275,First,1582,126.2,5.0,2.6,22.0,False,True,17,8427.94,False,0.02
Hyundai i20 1.2 Sportz,Mumbai,2010,52000,First,1197,80.0,5.0,2.8,17.0,True,True,15,3466.67,False,0.03
Mercedes-Benz GLE 350d,Coimbatore,2017,29819,First,2987,254.79,5.0,61.29,11.57,False,False,8,3727.38,True,0.24
Mercedes-Benz New C-Class C 220 CDI CLASSIC,Bangalore,2014,57000,Second,2148,170.0,5.0,18.0,15.8,False,True,11,5181.82,True,0.11
Maruti Ritz ZDi,Hyderabad,2014,88500,First,1248,73.94,5.0,4.35,23.2,False,True,11,8045.45,False,0.06
Hyundai Creta 1.6 CRDi SX,Bangalore,2016,28000,First,1582,126.2,5.0,13.75,19.67,False,True,9,3111.11,False,0.11
Maruti A-Star Vxi,Pune,2010,67000,First,998,66.1,5.0,2.0,19.0,True,True,15,4466.67,False,0.03
Renault Duster 110PS Diesel RXZ Option,Delhi,2016,26000,First,1461,108.45,5.0,10.0,19.64,False,True,9,2888.89,False,0.09
Fiat Grande Punto 1.3 Emotion Pack (Diesel),Delhi,2010,120000,First,1248,76.0,5.0,1.65,17.8,False,True,15,8000.0,False,0.02
BMW X3 xDrive30d M Sport,Coimbatore,2017,51982,First,2993,258.0,5.0,45.77,16.55,False,False,8,6497.75,True,0.18
Hyundai i10 Sportz,Bangalore,2010,36000,Second,1197,78.9,5.0,3.25,20.36,True,True,15,2400.0,False,0.04
Toyota Innova 2.5 G4 Diesel 7-seater,Pune,2016,47000,First,2494,102.0,7.0,12.8,12.8,False,True,9,5222.22,False,0.13
Maruti Zen VXI BSII,Mumbai,2002,60000,Third,993,60.0,5.0,0.55,17.3,True,True,23,2608.7,False,0.01
Maruti Swift VDI,Hyderabad,2018,31025,First,1248,74.0,5.0,7.15,28.4,False,True,7,4432.14,False,0.1
Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,Pune,2013,105000,Second,2179,120.0,8.0,7.0,12.05,False,True,12,8750.0,False,0.06
Tata Zest Quadrajet 1.3 75PS XE,Pune,2017,121900,First,1248,74.0,5.0,3.75,22.95,False,True,8,15237.5,False,0.05
Ford EcoSport 1.0 Ecoboost Titanium Plus,Mumbai,2017,22695,First,999,123.24,5.0,8.5,18.88,True,True,8,2836.88,False,0.07
Maruti Swift Dzire ZDI,Jaipur,2012,73000,First,1248,74.0,5.0,4.35,23.4,False,True,13,5615.38,False,0.06
Maruti Alto 800 LXI,Kochi,2016,32227,First,796,47.3,5.0,3.26,22.74,True,True,9,3580.78,False,0.07
Honda City 1.5 S MT,Jaipur,2011,55000,First,1497,118.0,5.0,4.21,17.0,True,True,14,3928.57,False,0.04
Audi Q7 3.0 TDI Quattro Technology,Kochi,2018,11287,First,2967,241.4,7.0,70.36,12.07,False,False,7,1612.43,True,0.29
Skoda Laura 1.9 TDI AT Ambiente,Mumbai,2009,48000,Second,1896,105.0,5.0,2.95,17.0,False,False,16,3000.0,False,0.03
Hyundai Verna 1.6 SX VTVT (O),Kochi,2012,54308,First,1591,121.3,5.0,4.28,17.1,True,True,13,4177.54,False,0.04
Honda City 1.5 V AT,Jaipur,2009,78442,First,1497,118.0,5.0,3.57,16.8,True,False,16,4902.62,False,0.03
Hyundai i20 Magna Optional 1.4 CRDi,Kolkata,2013,46000,First,1396,88.8,5.0,3.11,21.9,False,True,12,3833.33,False,0.04
Hyundai i20 Sportz AT 1.4,Coimbatore,2014,45051,First,1396,98.6,5.0,5.96,15.0,True,False,11,4095.55,False,0.06
Volkswagen Vento Diesel Highline,Hyderabad,2011,69000,First,1598,103.6,5.0,4.7,20.54,False,True,14,4928.57,False,0.05
Honda City i VTEC VX,Ahmedabad,2014,49000,First,1497,117.3,5.0,6.9,17.4,True,True,11,4454.55,False,0.06
Tata Zest Quadrajet 1.3 75PS XE,Pune,2018,45000,First,1248,74.0,5.0,5.25,22.95,False,True,7,6428.57,False,0.07
BMW 5 Series 2003-2012 520d,Pune,2015,64000,First,1995,177.0,5.0,28.0,18.48,False,False,10,6400.0,True,0.16
Maruti Wagon R LXI Minor,Delhi,2009,60000,First,1061,67.0,5.0,1.35,18.9,True,True,16,3750.0,False,0.02
Honda Jazz VX,Delhi,2015,62178,First,1199,88.7,5.0,4.85,18.2,True,True,10,6217.8,False,0.05
Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,Coimbatore,2012,58006,First,1896,105.0,5.0,6.7,15.0,False,True,13,4462.0,False,0.06
Hyundai i10 Magna 1.2,Hyderabad,2010,74000,First,1197,78.9,5.0,3.1,20.36,True,True,15,4933.33,False,0.04
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Kochi,2015,77771,First,2143,170.0,5.0,18.64,19.27,False,False,10,7777.1,True,0.11
Hyundai i10 Magna 1.2 iTech SE,Pune,2012,45275,First,1197,78.9,5.0,2.8,20.36,True,True,13,3482.69,False,0.04
Toyota Innova Crysta 2.4 ZX MT,Chennai,2016,48000,First,2393,147.8,7.0,20.25,13.68,False,True,9,5333.33,False,0.14
Audi A6 2011-2015 2.0 TDI Technology,Kochi,2015,31652,First,1968,174.33,5.0,26.78,17.68,False,False,10,3165.2,True,0.15
Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2010,109000,Second,2494,100.6,7.0,8.26,12.99,False,True,15,7266.67,False,0.08
Volkswagen Polo Petrol Trendline 1.2L,Mumbai,2015,31978,First,1198,73.9,5.0,3.89,16.47,True,True,10,3197.8,False,0.05
Maruti Alto K10 LXI,Hyderabad,2011,70000,First,998,67.1,5.0,2.1,20.92,True,True,14,5000.0,False,0.03
Honda City i-VTEC CVT ZX,Mumbai,2017,15000,First,1497,117.3,5.0,12.69,18.0,True,False,8,1875.0,False,0.11
Tata Indigo LX,Coimbatore,2013,59138,First,1405,70.0,5.0,2.58,17.0,False,True,12,4928.17,False,0.04
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,61726,First,1968,174.33,5.0,20.77,17.68,False,False,11,5611.45,True,0.12
Mercedes-Benz GLA Class 200 CDI SPORT,Delhi,2015,48000,First,2143,136.0,5.0,20.26,17.9,False,False,10,4800.0,True,0.15
Maruti Celerio VXI AT,Hyderabad,2014,77815,First,998,67.04,5.0,4.25,23.1,True,False,11,7074.09,False,0.06
Mercedes-Benz GLE 250d,Hyderabad,2017,29000,First,2143,201.15,5.0,57.0,17.9,False,False,8,3625.0,True,0.28
Land Rover Range Rover HSE Dynamic,Delhi,2017,44000,First,2179,187.7,5.0,44.0,12.7,False,False,8,5500.0,True,0.23
Volkswagen Vento Diesel Trendline,Hyderabad,2011,108626,First,1598,103.6,5.0,3.65,20.54,False,True,14,7759.0,False,0.04
Maruti Omni 8 Seater BSIV,Hyderabad,2012,71791,First,796,35.0,5.0,2.05,14.0,True,True,13,5522.38,False,0.06
Honda Brio 1.2 VX MT,Kochi,2012,91931,First,1198,86.8,5.0,3.13,18.5,True,True,13,7071.62,False,0.04
Tata Sumo Delux,Hyderabad,2000,158000,Second,2956,83.1,7.0,1.5,14.07,False,True,25,6320.0,False,0.02
Tata Indica Vista Aura 1.3 Quadrajet,Pune,2012,91183,First,1248,75.0,5.0,2.85,18.0,False,True,13,7014.08,False,0.04
Maruti Wagon R LXI BS IV,Delhi,2012,65000,First,998,67.1,5.0,2.65,18.9,True,True,13,5000.0,False,0.04
Mahindra XUV500 W8 4WD,Hyderabad,2015,88428,First,2179,140.0,7.0,10.6,16.0,False,True,10,8842.8,False,0.08
Tata Indigo LS Dicor,Pune,2008,138000,Second,1396,70.0,5.0,1.25,17.1,False,True,17,8117.65,False,0.02
Maruti Ertiga Paseo VXI,Mumbai,2018,18000,First,1373,93.7,7.0,8.25,16.02,True,True,7,2571.43,False,0.09
Honda Accord 2.4 A/T,Mumbai,2011,60000,First,2354,177.6,5.0,4.45,11.7,True,False,14,4285.71,False,0.03
Maruti Swift Dzire VDi,Kolkata,2012,48000,First,1248,73.9,5.0,3.7,19.3,False,True,13,3692.31,False,0.05
Ford Fiesta EXi 1.4 TDCi Ltd,Hyderabad,2009,160000,First,1399,68.0,5.0,2.8,17.8,False,True,16,10000.0,False,0.04
Honda City ZX GXi,Kolkata,2008,40000,First,1497,78.0,5.0,1.8,17.7,True,True,17,2352.94,False,0.02
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,2014,51495,First,1968,174.33,5.0,21.95,17.68,False,False,11,4681.36,True,0.13
BMW 6 Series 640d Gran Coupe,Mumbai,2011,30000,First,2993,313.0,4.0,49.0,9.52,False,False,14,2142.86,True,0.16
Audi Q7 45 TDI Quattro Technology,Coimbatore,2017,97430,First,2967,245.0,7.0,62.67,14.75,False,False,8,12178.75,True,0.26
Hyundai i20 1.4 CRDi Asta,Pune,2012,83000,First,1396,90.0,5.0,5.5,23.0,False,True,13,6384.62,False,0.06
Hyundai i10 Sportz AT,Bangalore,2009,37000,Third,1197,78.9,5.0,2.95,16.95,True,False,16,2312.5,False,0.04
Honda Jazz 1.2 V CVT i VTEC,Kochi,2016,28503,First,1199,88.7,5.0,6.86,19.0,True,False,9,3167.0,False,0.08
Maruti Swift VDI BSIV,Hyderabad,2015,76496,First,1248,74.0,5.0,6.15,25.2,False,True,10,7649.6,False,0.08
Hyundai i20 Asta 1.2,Pune,2011,79152,Second,1197,82.85,5.0,3.3,18.5,True,True,14,5653.71,False,0.04
Volkswagen Polo Petrol Comfortline 1.2L,Kolkata,2011,32000,First,1198,73.9,5.0,2.55,16.47,True,True,14,2285.71,False,0.03
Maruti Alto LXi,Ahmedabad,2009,35000,First,796,46.3,5.0,1.5,19.7,True,True,16,2187.5,False,0.03
Toyota Corolla H4,Chennai,2004,105000,Second,1794,125.0,5.0,2.5,11.3,True,False,21,5000.0,False,0.02
Maruti Alto LXi,Chennai,2006,56000,Second,796,46.3,5.0,1.4,19.7,True,True,19,2947.37,False,0.03
Tata Manza ELAN Quadrajet BS IV,Pune,2012,73000,First,1248,88.8,5.0,3.4,21.12,False,True,13,5615.38,False,0.04
Maruti Alto LXi,Pune,2012,38000,First,796,46.3,5.0,2.25,19.7,True,True,13,2923.08,False,0.05
Skoda Octavia Ambition Plus 2.0 TDI AT,Kolkata,2013,775000,First,1968,141.0,5.0,7.5,19.3,False,False,12,64583.33,False,0.05
Toyota Corolla H4,Kolkata,2008,80000,First,1794,125.0,5.0,2.8,11.3,True,False,17,4705.88,False,0.02
Hyundai i20 Asta Option 1.2,Coimbatore,2016,24973,First,1197,81.83,5.0,7.66,18.6,True,True,9,2774.78,False,0.09
Maruti Vitara Brezza LDi,Chennai,2016,45000,First,1248,88.5,5.0,7.15,24.3,False,True,9,5000.0,False,0.08
Honda City 1.5 V MT,Delhi,2010,87430,First,1497,118.0,5.0,3.5,17.0,True,True,15,5828.67,False,0.03
Tata Indica Vista Aqua 1.3 Quadrajet,Hyderabad,2014,133944,Second,1248,75.0,5.0,3.5,18.0,False,True,11,12176.73,False,0.05
Honda Amaze S i-Dtech,Kolkata,2013,57000,First,1498,98.6,5.0,3.45,25.8,False,True,12,4750.0,False,0.03
Hyundai EON D Lite Plus,Coimbatore,2016,27904,First,814,55.2,5.0,3.55,21.1,True,True,9,3100.44,False,0.06
BMW 3 Series Luxury Line,Kochi,2015,30717,Second,1995,190.0,5.0,25.99,21.76,False,False,10,3071.7,True,0.14
Hyundai Verna 1.6 SX,Bangalore,2012,80000,First,1582,126.32,5.0,5.25,22.32,False,True,13,6153.85,False,0.04
Tata Manza Club Class Quadrajet90 LS,Ahmedabad,2013,47304,First,1248,88.8,5.0,2.9,21.02,False,True,12,3942.0,False,0.03
Skoda Octavia RS,Jaipur,2005,100000,First,1984,227.0,5.0,2.05,14.45,True,False,20,5000.0,False,0.01
Maruti Alto K10 VXI,Pune,2017,30000,First,998,67.1,5.0,3.75,24.07,True,True,8,3750.0,False,0.06
Ford Ecosport 1.5 DV5 MT Titanium Optional,Mumbai,2014,68000,First,1498,89.84,5.0,6.75,22.7,False,True,11,6181.82,False,0.08
Chevrolet Spark 1.0 LS,Kolkata,2011,21000,Second,995,62.0,5.0,0.95,18.0,True,True,14,1500.0,False,0.02
Jaguar XF 2.0 Diesel Portfolio,Hyderabad,2017,21000,First,1999,177.0,5.0,52.0,19.33,False,False,8,2625.0,True,0.29
Honda CR-V RVi MT,Jaipur,2007,119000,Third,1997,141.1,5.0,3.91,13.1,True,True,18,6611.11,False,0.03
Skoda Superb L&K 1.8 TSI AT,Kochi,2019,13747,First,1798,177.46,5.0,27.3,14.67,True,False,6,2291.17,False,0.15
Hyundai i10 Magna 1.2,Chennai,2009,620000,First,1197,78.9,5.0,2.7,20.36,True,True,16,38750.0,False,0.03
Maruti Swift LDI,Delhi,2013,70000,First,1248,74.0,5.0,3.5,22.9,False,True,12,5833.33,False,0.05
Maruti Swift Dzire VXi AT,Mumbai,2016,18000,First,1197,83.14,5.0,6.2,18.5,True,False,9,2000.0,False,0.07
Nissan Micra Diesel XV,Chennai,2011,83000,First,1461,63.1,5.0,2.75,23.08,False,True,14,5928.57,False,0.04
Maruti Swift Dzire Tour LDI,Mumbai,2015,130000,First,1248,74.0,5.0,3.25,23.4,False,True,10,13000.0,False,0.04
Ford Fiesta Classic 1.4 Duratorq CLXI,Pune,2012,63400,First,1399,67.0,5.0,3.25,17.8,False,True,13,4876.92,False,0.05
Maruti Zen LX,Kolkata,2003,65000,First,993,60.0,5.0,0.65,17.3,True,True,22,2954.55,False,0.01
Mini Clubman Cooper S,Pune,2017,8350,First,1998,192.0,5.0,35.0,13.8,True,True,8,1043.75,False,0.18
Toyota Etios GD,Kolkata,2014,45000,First,1364,67.05,5.0,3.25,23.59,False,True,11,4090.91,False,0.05
Maruti Alto 800 2016-2019 LXI,Kolkata,2018,26200,First,796,47.3,5.0,2.9,24.7,True,True,7,3742.86,False,0.06
Maruti Alto VXi,Bangalore,2011,11000,Third,796,47.0,5.0,2.9,18.9,True,True,14,785.71,False,0.06
BMW X5 3.0d,Bangalore,2009,90000,Second,2993,235.0,5.0,17.75,11.0,False,False,16,5625.0,True,0.08
Nissan Teana XV,Mumbai,2015,74000,Second,2496,179.5,5.0,8.25,11.07,True,False,10,7400.0,False,0.05
Hyundai Grand i10 AT Asta,Coimbatore,2015,37081,First,1197,82.0,5.0,5.77,18.9,True,False,10,3708.1,False,0.07
Maruti Vitara Brezza ZDi Plus,Hyderabad,2017,39000,First,1248,88.5,5.0,9.49,24.3,False,True,8,4875.0,False,0.11
Audi Q7 3.0 TDI Quattro Premium Plus,Mumbai,2008,99000,Third,2967,241.4,7.0,12.95,12.07,False,False,17,5823.53,True,0.05
Mercedes-Benz GLA Class 200 CDI,Chennai,2015,38000,First,2143,136.0,5.0,20.0,17.9,False,False,10,3800.0,True,0.15
Maruti 800 AC,Chennai,2007,72000,Third,796,37.0,4.0,1.0,16.1,True,True,18,4000.0,False,0.03
Renault Duster 85PS Diesel RxL,Chennai,2015,93000,Second,1461,83.8,5.0,7.1,20.45,False,True,10,9300.0,False,0.08
Toyota Corolla Altis D-4D GL,Mumbai,2017,5900,First,1364,87.2,5.0,16.5,21.43,False,True,8,737.5,False,0.19
Mercedes-Benz New C-Class 220,Chennai,2014,25000,First,2148,170.0,5.0,26.0,15.8,False,True,11,2272.73,True,0.15
Maruti Ritz VDi,Hyderabad,2010,68000,Second,1248,73.9,5.0,3.2,21.1,False,True,15,4533.33,False,0.04
Honda BRV i-VTEC V CVT,Kochi,2017,35676,First,1497,117.3,7.0,9.48,16.0,True,False,8,4459.5,False,0.08
Hyundai Xcent 1.1 CRDi Base,Kochi,2015,74310,First,1120,71.0,5.0,4.0,24.4,False,True,10,7431.0,False,0.06
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Jaipur,2014,59364,First,2143,203.0,5.0,26.5,14.21,False,False,11,5396.73,True,0.13
Mercedes-Benz B Class B180,Kochi,2014,41380,Second,1595,120.7,5.0,11.77,14.8,True,False,11,3761.82,True,0.1
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Bangalore,2017,33900,First,2143,204.0,5.0,37.0,15.0,False,False,8,4237.5,True,0.18
Honda City i VTEC VX Option,Mumbai,2016,28000,First,1497,117.3,5.0,8.75,17.8,True,True,9,3111.11,False,0.07
Honda City 1.5 S MT,Chennai,2011,93982,First,1497,118.0,5.0,3.75,17.0,True,True,14,6713.0,False,0.03
Hyundai Verna Transform VTVT,Pune,2010,95000,First,1599,103.2,5.0,2.5,16.2,True,True,15,6333.33,False,0.02
Jaguar XE Portfolio,Mumbai,2017,9000,First,1999,246.74,5.0,34.5,13.5,True,False,8,1125.0,True,0.14
Honda Amaze S i-Vtech,Delhi,2015,52516,First,1198,86.7,5.0,4.65,18.0,True,True,10,5251.6,False,0.05
Mini Cooper Convertible 1.6,Bangalore,2015,20000,First,1598,122.0,4.0,32.0,18.86,True,False,10,2000.0,False,0.26
Mercedes-Benz S Class 2005 2013 S 350 CDI,Coimbatore,2017,56451,First,2987,282.0,5.0,62.81,13.5,False,False,8,7056.38,True,0.22
Hyundai EON Magna Plus,Chennai,2014,37000,First,814,55.2,5.0,3.25,21.1,True,True,11,3363.64,False,0.06
Maruti Wagon R VXI BS IV,Kolkata,2014,17400,First,998,67.04,5.0,3.1,20.51,True,True,11,1581.82,False,0.05
Maruti Ritz LDi,Coimbatore,2011,90207,First,1248,73.9,5.0,3.91,21.1,False,True,14,6443.36,False,0.05
BMW 3 Series 320d Sedan,Chennai,2011,89616,First,1995,181.0,5.0,11.0,16.07,False,False,14,6401.14,True,0.06
Tata Xenon XT EX 4X2,Pune,2014,85000,First,2179,138.03,5.0,3.5,13.49,False,True,11,7727.27,False,0.03
Audi A3 35 TDI Attraction,Chennai,2014,79271,First,1968,143.0,5.0,16.5,20.38,False,False,11,7206.45,True,0.12
Land Rover Range Rover 2.2L Dynamic,Hyderabad,2012,56000,First,2179,187.7,5.0,30.0,12.7,False,False,13,4307.69,True,0.16
Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2010,85001,Second,2987,224.0,7.0,28.0,12.0,False,False,15,5666.73,True,0.12
Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,Hyderabad,2018,12000,First,2477,175.56,7.0,28.0,13.5,False,False,7,1714.29,False,0.16
Maruti Alto LX,Jaipur,2010,125000,First,796,46.3,5.0,0.92,19.7,True,True,15,8333.33,False,0.02
Maruti Wagon R LXI BSIII,Pune,2013,53000,First,1061,64.0,5.0,2.75,14.0,True,True,12,4416.67,False,0.04
Land Rover Range Rover 2.2L Prestige,Coimbatore,2017,34990,First,2179,187.7,5.0,53.83,12.7,False,False,8,4373.75,True,0.29
Hyundai Verna 1.6 SX VTVT,Pune,2011,49768,Second,1591,121.3,5.0,4.95,17.01,True,True,14,3554.86,False,0.04
BMW 5 Series 525d Sedan,Hyderabad,2013,56000,First,2993,218.0,5.0,33.5,16.73,False,False,12,4666.67,True,0.15
Jaguar XF Diesel,Bangalore,2013,75000,First,2993,270.9,5.0,27.95,14.74,False,False,12,6250.0,True,0.1
Skoda Superb Elegance 1.8 TSI AT,Hyderabad,2010,57000,First,1798,157.75,5.0,7.25,13.7,True,False,15,3800.0,False,0.05
Audi Q3 35 TDI Quattro Premium,Kochi,2017,37542,First,1968,174.33,5.0,25.71,15.73,False,False,8,4692.75,True,0.15
Land Rover Range Rover 2.2L Pure,Coimbatore,2014,95649,First,2179,187.7,5.0,29.67,12.7,False,False,11,8695.36,True,0.16
Mercedes-Benz New C-Class 220 CDI AT,Jaipur,2013,35299,First,2143,170.0,5.0,19.0,14.84,False,False,12,2941.58,True,0.11
Mahindra Scorpio S10 4WD,Kochi,2017,28464,First,2179,120.0,7.0,13.05,15.4,False,True,8,3558.0,False,0.11
BMW 3 Series Luxury Line,Mumbai,2015,41000,First,1995,190.0,5.0,25.5,21.76,False,False,10,4100.0,True,0.13
Honda BR-V i-VTEC S MT,Pune,2017,9000,First,1497,117.3,7.0,8.5,15.4,True,True,8,1125.0,False,0.07
Volvo S80 2006-2013 D5,Chennai,2010,92098,Second,2400,215.0,5.0,7.25,16.0,False,False,15,6139.87,True,0.03
Hyundai Accent GLE,Pune,2005,5834,First,1495,94.0,5.0,0.8,13.2,True,True,20,291.7,False,0.01
Hyundai i20 Active SX Petrol,Jaipur,2017,40250,First,1197,81.86,5.0,6.9,17.19,True,True,8,5031.25,False,0.08
Mercedes-Benz GLC 43 AMG Coupe,Coimbatore,2018,22397,First,2996,367.0,5.0,70.99,11.5,True,False,7,3199.57,True,0.19
Hyundai EON Magna Plus,Kolkata,2015,20800,Second,814,55.2,5.0,2.25,21.1,True,True,10,2080.0,False,0.04
Hyundai Grand i10 SportZ Edition,Kochi,2018,40322,First,1197,81.86,5.0,5.5,18.9,True,True,7,5760.29,False,0.07
Honda City 1.5 EXI S,Mumbai,2013,52576,First,1493,100.0,5.0,4.35,13.0,True,True,12,4381.33,False,0.04
Volkswagen Polo Petrol Trendline 1.2L,Kolkata,2010,55000,First,1198,73.9,5.0,2.25,16.47,True,True,15,3666.67,False,0.03
Audi A6 35 TFSI Matrix,Mumbai,2016,47000,First,1798,187.74,5.0,24.5,15.26,True,False,9,5222.22,True,0.13
